,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6486,0,0,1,0,0.056338028169014086,1,1,0,0,0,1,1,1,0,0,0,2,0.49452736318407975,0.038252942534041094,1
6487,0,0,1,0,0.8450704225352113,1,1,1,0,1,0,1,0,1,2,1,2,0.7572139303482589,0.6559196861297024,0
6488,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.509950248756219,0.005850450034618048,1
6489,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,1,1,0.005970149253731351,5.7696745903528506e-06,1
6490,1,0,0,0,0.35211267605633806,1,0,2,2,2,2,2,2,2,1,0,1,0.011442786069651713,0.05847565197322872,0
6491,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5069651741293534,0.00581583198707593,1
6492,1,0,1,0,0.323943661971831,1,0,2,2,2,2,2,2,2,2,0,1,0.01492537313432835,0.05358296792060929,0
6493,1,0,1,0,0.22535211267605634,0,2,0,0,0,1,1,1,1,1,0,0,0.3616915422885573,0.1057004384952689,0
6494,0,0,0,1,0.35211267605633806,0,2,0,0,0,1,0,0,0,0,1,1,0.1149253731343284,0.08858758366028158,0
6495,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5114427860696519,0.005867759058389109,1
6496,1,1,1,0,0.5492957746478874,1,1,1,1,0,0,0,1,1,0,0,0,0.8318407960199007,0.46936302792522516,1
6497,1,0,0,0,0.7183098591549296,1,1,1,0,1,1,0,1,1,0,1,0,0.8437810945273633,0.616893607200554,0
6498,0,0,0,0,0.0,1,0,1,0,1,1,0,0,0,0,1,0,0.637313432835821,0.007327486729748444,1
6499,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,0,1,0.020398009950248767,0.00017309023771059287,0
6500,0,0,0,0,0.28169014084507044,0,2,0,1,0,0,1,0,0,2,0,1,0.16766169154228858,0.08672974844218788,0
6501,0,0,1,0,0.9295774647887325,1,1,1,0,1,1,0,1,1,1,1,2,0.8701492537313434,0.7844622663281793,0
6502,0,0,1,1,0.6056338028169015,1,0,0,1,0,0,1,0,0,0,0,2,0.37810945273631846,0.2770309254558044,0
6503,1,0,1,1,0.971830985915493,0,2,0,0,1,1,1,1,1,1,0,0,0.418905472636816,0.47540964689591514,0
6504,1,0,0,0,0.02816901408450704,1,0,1,0,0,0,0,1,0,0,0,0,0.6069651741293534,0.028709900761597056,1
6505,1,0,1,1,0.7746478873239437,1,0,0,1,1,1,0,0,0,2,1,2,0.41343283582089563,0.39679783060235413,0
6506,0,0,0,0,0.16901408450704225,1,1,1,0,0,0,0,0,1,0,1,0,0.6601990049751244,0.1265174244172629,1
6507,0,0,1,1,0.8028169014084507,1,1,1,1,1,0,0,0,1,0,1,2,0.7477611940298509,0.625063466420494,1
6508,0,0,1,1,0.5774647887323944,1,1,1,0,0,0,0,1,1,0,1,0,0.7557213930348261,0.48090237710593137,1
6509,1,1,1,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.06766169154228856,0.0007212093237941379,1
6510,0,0,1,1,0.6338028169014085,1,1,1,1,0,1,1,0,1,2,0,1,0.8099502487562191,0.5321255481190862,0
6511,0,0,1,1,0.8732394366197184,1,0,0,1,0,0,0,0,0,2,1,2,0.3223880597014926,0.369541887837526,0
6512,1,0,0,0,0.14084507042253522,1,0,0,0,1,1,1,0,0,0,1,0,0.42437810945273635,0.07727902146318949,0
6513,1,0,1,1,0.19718309859154928,1,1,0,0,0,1,1,0,0,0,1,2,0.4119402985074627,0.0978882990999308,0
6514,1,0,1,0,1.0,0,2,0,1,1,1,1,1,1,2,1,0,0.4621890547263683,0.5454938841449344,0
6515,0,0,0,0,0.3943661971830986,0,2,0,0,0,0,0,0,0,0,1,3,0.06815920398009952,0.08008885298869146,1
6516,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0.30547263681592046,0.0034791137779829227,1
6517,0,0,1,1,0.07042253521126761,1,0,0,0,0,0,0,1,0,0,0,0,0.364179104477612,0.03880683129471499,0
6518,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.2691542288557214,0.003057927532887145,1
6519,1,0,1,1,0.8732394366197184,1,1,1,0,1,0,0,0,1,1,1,0,0.727363184079602,0.6630394645741982,0
6520,1,0,0,0,0.014084507042253521,1,0,1,0,0,1,0,0,1,0,1,0,0.672636815920398,0.017135933533348725,1
6521,0,0,1,1,0.23943661971830985,1,1,2,2,2,2,2,2,2,2,0,1,0.06815920398009952,0.047270943918763,0
6522,0,0,1,0,0.5915492957746479,0,2,0,1,0,0,1,0,0,0,0,2,0.1567164179104478,0.17153819524578817,0
6523,0,0,0,0,0.19718309859154928,0,2,0,1,1,1,1,0,0,1,0,1,0.2751243781094528,0.07785021924763445,0
6524,1,0,0,1,0.1267605633802817,1,1,1,0,0,0,0,1,1,0,0,0,0.765671641791045,0.10519270713131783,1
6525,1,0,1,1,0.7605633802816901,1,0,2,2,2,2,2,2,2,2,0,1,0.022388059701492522,0.13375836602815605,0
6526,1,0,0,1,0.676056338028169,1,1,1,0,0,0,1,1,1,1,1,2,0.819402985074627,0.5828352180936995,1
6527,1,0,1,1,0.07042253521126761,1,0,0,0,1,1,0,0,0,0,1,1,0.3686567164179105,0.035246942072467126,1
6528,1,0,1,1,0.971830985915493,1,0,2,2,2,2,2,2,2,2,0,3,0.0208955223880597,0.1660858527579045,0
6529,1,1,0,0,0.014084507042253521,1,1,1,0,0,0,0,0,0,0,1,1,0.5631840796019901,0.015878144472651748,1
6530,1,1,1,0,0.8732394366197184,0,2,0,1,0,0,1,0,0,1,0,2,0.1776119402985075,0.2631087006692823,0
6531,0,0,0,0,0.33802816901408456,1,0,0,0,1,0,1,0,1,0,1,2,0.473134328358209,0.19165128086775912,0
6532,0,1,0,0,0.23943661971830985,1,0,2,2,2,2,2,2,2,1,0,2,0.0208955223880597,0.040480036925917395,0
6533,1,1,1,0,0.3802816901408451,1,1,1,0,1,0,1,1,1,0,1,0,0.8711442786069653,0.3437802907915994,0
6534,0,1,0,0,0.7323943661971831,1,0,1,1,1,0,1,0,1,1,1,1,0.7810945273631843,0.5986325871220864,0
6535,1,0,0,0,0.47887323943661975,1,0,1,0,1,1,0,1,1,1,1,2,0.83681592039801,0.41625894299561517,1
6536,1,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0.06119402985074625,0.0006462035541195474,0
6537,1,0,1,0,0.971830985915493,1,1,1,1,1,1,1,1,1,1,0,3,0.9691542288557217,0.9173840295407342,1
6538,1,0,0,0,0.014084507042253521,1,0,1,0,0,1,1,0,0,0,1,0,0.6129353233830847,0.01542234018001385,1
6539,0,0,1,0,0.35211267605633806,1,0,0,0,1,0,1,1,1,0,1,0,0.5452736318407961,0.22394414954996544,0
6540,0,0,0,0,0.46478873239436624,1,0,0,1,1,0,0,0,1,1,0,0,0.45870646766169154,0.23473921070851614,0
6541,0,0,0,1,0.25352112676056343,1,0,2,2,2,2,2,2,2,2,0,1,0.022388059701492522,0.04382067851373184,0
6542,1,0,0,0,0.19718309859154928,1,1,1,0,0,0,0,0,0,0,1,1,0.5746268656716419,0.1283233325640434,1
6543,0,0,1,1,0.8591549295774649,1,0,0,1,0,1,0,0,0,1,0,3,0.3631840796019901,0.39309369951534745,0
6544,0,1,0,0,0.5774647887323944,1,1,1,0,1,1,0,1,1,0,1,2,0.8606965174129356,0.49672859450726986,1
6545,0,0,0,0,0.11267605633802817,1,0,0,1,1,0,0,1,1,0,1,0,0.5611940298507464,0.07901569351488577,1
6546,1,0,0,0,0.323943661971831,1,0,0,1,0,0,0,0,0,0,1,0,0.327363184079602,0.14503807985229636,0
6547,1,1,1,0,0.943661971830986,0,2,0,1,1,1,0,0,0,2,1,0,0.2358208955223881,0.34005885068082164,0
6548,1,0,1,1,0.4225352112676057,1,0,0,0,0,1,1,0,0,0,0,1,0.35920398009950255,0.18788368336025854,0
6549,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0.37810945273631846,0.004321486268174476,1
6550,1,0,1,0,0.28169014084507044,1,1,1,0,0,1,1,1,1,0,1,0,0.8741293532338309,0.2574601892453266,1
6551,0,0,1,0,0.8732394366197184,1,0,1,0,1,0,0,1,1,1,1,0,0.7736318407960201,0.7028559889222249,0
6552,0,1,0,0,0.014084507042253521,1,0,1,0,0,0,0,0,1,0,1,2,0.6119402985074628,0.01622432494807293,1
6553,0,0,1,1,0.8450704225352113,0,2,0,0,1,1,1,1,1,2,1,2,0.4298507462686568,0.43068889914608827,0
6554,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0.501492537313433,0.005752365566582046,1
6555,1,0,0,0,0.23943661971830985,1,0,2,2,2,2,2,2,2,1,0,1,0.013930348258706458,0.045286175859681525,0
6556,0,0,1,1,0.07042253521126761,1,0,2,2,2,2,2,2,2,1,0,3,0.007462686567164175,0.010004615739672285,0
6557,0,0,0,0,0.4507042253521127,1,1,1,0,1,0,0,1,1,0,1,0,0.8134328358208958,0.38100623124855765,0
6558,1,0,0,0,0.2112676056338028,1,0,2,2,2,2,2,2,2,0,0,2,0.019900497512437807,0.03561620124624972,1
6559,0,0,1,0,0.7746478873239437,1,0,1,0,0,1,1,1,1,0,1,0,0.8004975124378112,0.6520540041541658,0
6560,1,0,0,1,0.3098591549295775,1,0,2,2,2,2,2,2,2,1,0,1,0.015422885572139309,0.051540503115624296,0
6561,1,0,0,0,0.11267605633802817,1,0,1,0,0,1,0,0,0,0,1,0,0.5527363184079602,0.07910223863374106,0
6562,0,1,1,0,0.18309859154929578,1,1,1,0,1,0,0,1,1,0,1,0,0.8154228855721395,0.1558966074313409,1
6563,1,0,1,1,0.19718309859154928,1,1,1,0,0,0,0,0,0,0,1,2,0.5636815920398012,0.12560004615739676,1
6564,1,0,0,0,0.056338028169014086,1,0,2,2,2,2,2,2,2,0,0,3,0.017910447761194024,0.008856450496192015,0
6565,1,0,1,0,0.8450704225352113,1,1,1,1,1,0,0,1,1,0,1,0,0.875124378109453,0.7334871913224095,0
6566,1,0,1,1,0.971830985915493,1,1,1,1,1,1,1,1,1,2,1,3,0.9781094527363187,0.9385529656127397,0
6567,1,0,0,0,0.19718309859154928,1,1,1,1,0,0,0,1,1,0,1,0,0.8104477611940301,0.1786233556427418,0
6568,1,0,1,1,0.09859154929577466,1,0,2,2,2,2,2,2,2,2,0,1,0.01442786069651739,0.012860604661897073,0
6569,0,0,1,1,0.09859154929577466,1,0,2,2,2,2,2,2,2,2,0,1,0.012437810945273634,0.016541657050542353,0
6570,0,0,0,0,0.04225352112676056,0,2,0,1,0,0,0,0,0,0,1,1,0.10845771144278607,0.010529656127394418,0
6571,0,0,0,0,0.46478873239436624,1,0,0,1,1,0,0,0,0,1,0,1,0.3656716417910448,0.21536464343411038,0
6572,1,0,1,0,0.943661971830986,1,1,0,1,1,1,1,1,1,2,1,3,0.7218905472636816,0.7251384721901686,0
6573,0,0,1,1,0.619718309859155,0,2,0,0,1,1,1,0,1,1,0,2,0.3258706467661692,0.25913916455111935,0
6574,0,1,0,0,0.11267605633802817,1,1,1,0,0,1,0,1,0,0,1,0,0.7149253731343284,0.09208400646203556,0
6575,0,0,0,0,0.295774647887324,1,1,0,1,0,0,1,0,0,0,1,1,0.4059701492537314,0.14247634433417958,0
6576,0,0,0,0,0.014084507042253521,1,0,2,2,2,2,2,2,2,0,0,1,0.020398009950248767,0.0025848142164781912,0
6577,1,0,1,0,0.971830985915493,1,1,0,0,1,1,1,1,0,2,0,2,0.5442786069651743,0.6054408031387031,0
6578,0,0,0,1,0.1267605633802817,1,1,0,1,0,1,1,0,1,1,0,3,0.5502487562189056,0.07783291022386339,0
6579,1,0,0,0,1.0,1,1,0,1,0,1,1,1,1,2,0,3,0.6572139303482588,0.6898569120701594,0
6580,0,0,1,1,0.676056338028169,1,0,0,0,1,1,0,1,1,1,0,3,0.5945273631840797,0.43911839372259415,0
6581,0,1,0,0,0.7464788732394366,1,1,0,0,1,0,1,1,0,1,0,1,0.5358208955223881,0.44625548119086095,0
6582,0,0,0,0,0.9859154929577465,1,1,1,1,1,1,0,1,1,2,1,3,0.8805970149253733,0.8382702515578124,0
6583,0,0,0,0,0.295774647887324,1,0,2,2,2,2,2,2,2,1,1,1,0.00995024875621889,0.04543618739903071,0
6584,0,0,1,1,0.6901408450704226,1,0,2,2,2,2,2,2,2,2,0,3,0.022885572139303482,0.12133048696053546,0
6585,0,0,1,1,0.5915492957746479,1,0,2,2,2,2,2,2,2,1,0,1,0.017412935323383064,0.09221670897761369,0
6586,0,0,1,1,0.619718309859155,1,1,2,2,2,2,2,2,2,2,1,3,0.06368159203980099,0.13299099930763908,0
6587,1,1,0,0,0.8873239436619719,1,1,1,1,1,0,0,1,1,0,1,2,0.848258706467662,0.7535021924763445,0
6588,0,0,1,1,0.3098591549295775,1,1,2,2,2,2,2,2,2,2,0,1,0.055721393034825886,0.07002654050311564,0
6589,0,0,1,0,0.943661971830986,1,1,2,2,2,2,2,2,2,2,0,3,0.07512437810945273,0.21840526194322646,0
6590,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5233830845771145,0.006006231248557582,1
6591,1,0,0,0,0.014084507042253521,1,0,1,0,0,0,0,0,0,0,1,3,0.5129353233830847,0.013374105700438496,1
6592,1,0,0,0,0.35211267605633806,1,0,0,0,0,0,1,1,0,1,0,3,0.409950248756219,0.17172859450726982,0
6593,1,0,1,0,0.7605633802816901,0,2,0,0,0,1,1,1,1,0,1,2,0.3611940298507463,0.3415070390030003,1
6594,1,0,0,0,0.18309859154929578,1,0,2,2,2,2,2,2,2,0,1,0,0.017910447761194024,0.032367874451880926,0
6595,1,0,1,0,0.9859154929577465,1,0,0,1,0,1,1,1,1,2,1,0,0.6398009950248756,0.6708804523424879,0
6596,1,0,0,0,0.8873239436619719,1,1,0,1,1,1,1,1,0,1,0,0,0.6268656716417912,0.6402896376644358,0
6597,0,0,0,0,0.08450704225352114,1,0,0,0,0,0,1,1,1,0,1,3,0.5223880597014926,0.04984998846065084,1
6598,0,0,0,0,0.7887323943661972,1,0,0,1,1,1,1,1,0,2,1,3,0.5577114427860698,0.4786002769443805,0
6599,0,0,1,0,0.16901408450704225,1,1,1,0,1,1,0,1,0,0,0,0,0.7547263681592041,0.13810293099469192,1
6600,0,0,1,1,0.02816901408450704,0,2,0,1,0,0,0,0,0,0,0,3,0.11393034825870649,0.008412185552734828,1
6601,1,1,1,0,1.0,1,1,1,0,1,1,1,1,1,2,0,3,0.9099502487562191,0.909260327717517,0
6602,0,0,1,1,0.5492957746478874,1,1,1,0,1,1,0,1,0,0,1,3,0.7771144278606966,0.4496422801753982,0
6603,1,0,1,0,0.18309859154929578,1,1,0,0,0,0,1,1,0,0,1,3,0.48109452736318414,0.11085852757904457,0
6604,1,0,1,1,0.014084507042253521,1,0,0,0,0,0,0,0,0,0,1,0,0.2611940298507463,0.008221786291253174,0
6605,1,1,0,0,0.9154929577464789,1,1,1,0,1,1,1,1,1,1,0,3,0.9218905472636819,0.8554408031387032,1
6606,0,0,1,0,0.5211267605633804,1,1,1,0,0,1,1,1,1,0,1,0,0.8631840796019902,0.4624509577659821,1
6607,1,0,0,1,0.0,0,2,0,0,0,0,0,0,0,0,1,0,0.0701492537313433,0.0007500576967459035,1
6608,1,0,0,0,0.295774647887324,1,0,0,0,1,0,1,0,0,1,1,3,0.3671641791044777,0.13550080775444268,1
6609,1,0,0,0,0.0,1,0,2,2,2,2,2,2,2,0,1,1,0.018407960199004984,0.0001500115393491806,1
6610,1,0,0,0,0.056338028169014086,1,0,1,0,0,0,0,1,0,0,1,1,0.6154228855721393,0.04382067851373184,0
6611,1,0,1,1,0.3943661971830986,1,1,0,1,0,0,1,1,0,1,0,2,0.5054726368159205,0.22382298638356804,0
6612,1,0,1,1,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0.5139303482587066,0.005896607431340875,1
6613,0,0,0,0,0.02816901408450704,1,0,2,2,2,2,2,2,2,0,0,1,0.02139303482587063,0.005117701361643204,0
6614,1,0,1,1,0.9859154929577465,1,0,2,2,2,2,2,2,2,2,0,3,0.01442786069651739,0.14796907454419572,0
6615,1,0,0,1,0.11267605633802817,1,0,0,0,1,0,0,0,0,0,1,0,0.3169154228855722,0.053686822063235655,0
6616,1,0,0,0,0.5915492957746479,1,1,1,0,1,0,0,1,1,0,1,0,0.8273631840796022,0.5203323332564045,1
6617,0,0,0,0,0.6619718309859155,1,1,0,1,1,1,0,1,1,1,1,3,0.6487562189054727,0.44646318947611363,0
6618,1,0,0,0,0.35211267605633806,1,1,1,1,1,0,0,0,0,0,1,3,0.6805970149253733,0.25270597738287565,0
6619,0,0,0,0,0.11267605633802817,1,0,2,2,2,2,2,2,2,0,0,2,0.018905472636815888,0.025311562427879075,0
6620,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0.6223880597014926,0.007154396492037851,1
6621,0,0,1,1,0.6338028169014085,1,0,2,2,2,2,2,2,2,2,0,3,0.011442786069651713,0.1083948765289638,0
6622,1,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,0,1,0,0,2,0.4358208955223881,0.01148165243480268,1
6623,1,1,0,0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0.5791044776119404,0.006652434802677131,1
6624,1,0,1,1,0.8873239436619719,0,2,0,1,0,1,1,1,1,2,1,2,0.4159203980099503,0.4415705054234942,0
6625,0,1,0,0,0.15492957746478872,1,1,1,0,1,0,0,1,0,0,1,0,0.7268656716417911,0.12412877913685672,1
6626,1,1,1,0,0.07042253521126761,1,0,1,0,0,1,0,1,1,0,1,0,0.7711442786069653,0.06403761827832913,1
6627,0,0,1,0,0.8169014084507042,1,0,2,2,2,2,2,2,2,1,0,1,0.0208955223880597,0.14403415647357493,0
6628,0,0,0,0,0.08450704225352114,1,0,1,0,1,0,0,1,1,1,1,1,0.7542288557213932,0.07092660973921074,0
6629,0,1,1,0,1.0,1,1,0,1,1,1,0,1,1,2,1,3,0.655223880597015,0.7051523194091854,0
6630,1,1,0,0,0.2112676056338028,1,0,1,0,0,0,0,0,1,0,1,0,0.6019900497512438,0.13840872374798066,0
6631,1,0,1,0,0.33802816901408456,1,1,0,0,0,1,0,0,0,0,0,3,0.37114427860696514,0.1599930763904916,0
6632,0,0,1,0,0.46478873239436624,1,1,0,1,1,0,1,0,0,0,0,0,0.4417910447761195,0.2603392568659128,1
6633,0,0,0,0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0.5597014925373135,0.00642741749365336,1
6634,0,0,1,1,0.1267605633802817,1,1,1,0,1,1,0,1,1,0,1,3,0.8343283582089555,0.12116893607200556,1
6635,1,0,1,0,0.323943661971831,1,0,2,2,2,2,2,2,2,1,0,1,0.018407960199004984,0.059439187629817695,0
6636,0,0,1,1,0.1267605633802817,1,1,0,1,1,0,0,1,0,1,0,0,0.5179104477611941,0.07585391183937228,0
6637,1,0,1,0,0.9577464788732395,1,0,0,1,1,0,0,0,0,1,1,3,0.3522388059701493,0.43683360258481435,0
6638,1,0,0,0,0.7887323943661972,1,0,2,2,2,2,2,2,2,2,0,1,0.02487562189054727,0.12693284098776833,0
6639,1,0,1,1,0.6901408450704226,1,0,1,0,1,1,1,1,1,1,1,2,0.8472636815920401,0.6020770828525271,0
6640,1,0,1,1,0.3802816901408451,0,2,0,1,0,1,1,1,0,1,0,1,0.3238805970149254,0.15785829679206095,0
6641,0,0,0,0,0.2112676056338028,1,0,0,1,0,0,0,0,0,0,1,0,0.3174129353233831,0.08578929148396032,1
6642,1,0,0,0,0.33802816901408456,1,0,0,1,1,0,1,1,1,0,1,1,0.6044776119402986,0.21730902377105937,0
6643,0,1,1,0,0.02816901408450704,1,0,1,0,1,0,0,0,0,0,1,2,0.5606965174129354,0.02541541657050543,0
6644,1,0,1,0,0.8450704225352113,1,1,1,0,0,0,0,1,1,1,1,2,0.7786069651741295,0.6525386568197554,0
6645,0,0,0,0,0.014084507042253521,1,0,2,2,2,2,2,2,2,0,0,1,0.018407960199004984,0.0024232633279483036,0
6646,1,0,1,1,0.7042253521126761,1,0,2,2,2,2,2,2,2,1,0,1,0.011442786069651713,0.11296445880452347,0
6647,0,0,1,1,0.9859154929577465,1,0,0,1,0,1,0,1,1,2,0,3,0.5900497512437811,0.6410743134087239,0
6648,0,0,1,1,0.26760563380281693,1,0,2,2,2,2,2,2,2,0,0,1,0.017910447761194024,0.044686129702284805,0
6649,1,0,1,1,0.07042253521126761,1,0,2,2,2,2,2,2,2,0,0,3,0.01592039800995027,0.013852988691437806,0
6650,0,0,0,0,0.07042253521126761,1,0,2,2,2,2,2,2,2,0,0,1,0.019402985074626847,0.012099007615970464,0
6651,0,0,0,0,0.3943661971830986,1,1,0,1,1,0,1,0,0,0,0,1,0.4895522388059703,0.2056658204477268,0
6652,1,0,0,0,0.49295774647887325,1,0,2,2,2,2,2,2,2,2,1,3,0.0029850746268656756,0.07733671820909303,0
6653,0,0,0,0,0.3802816901408451,0,2,0,0,0,1,0,0,0,0,1,1,0.11442786069651742,0.08907223632587125,0
6654,0,0,1,0,0.08450704225352114,1,1,1,0,0,0,0,1,0,0,1,0,0.6791044776119404,0.06504731133164092,1
6655,0,0,0,0,0.8732394366197184,1,1,2,2,2,2,2,2,2,2,0,1,0.05920398009950249,0.18456035079621513,0
6656,1,0,1,1,0.6619718309859155,1,1,2,2,2,2,2,2,2,2,0,1,0.05273631840796021,0.13322755596584354,0
6657,0,0,1,0,0.676056338028169,1,0,2,2,2,2,2,2,2,1,0,2,0.02189054726368159,0.1017885991230095,0
6658,1,1,0,0,0.36619718309859156,1,1,1,0,1,0,0,0,0,0,1,0,0.6288557213930349,0.2427013616432034,1
6659,1,0,1,0,1.0,1,1,0,1,1,1,1,1,1,2,0,3,0.73681592039801,0.7732633279483039,0
6660,1,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5064676616915424,0.005810062312485577,1
6661,0,0,1,1,1.0,0,2,0,0,1,0,1,1,1,2,0,3,0.3522388059701493,0.43447957535195025,0
6662,0,0,0,0,0.647887323943662,0,2,0,1,1,0,1,0,0,1,0,3,0.21293532338308463,0.20538310639279952,0
6663,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0.36218905472636814,0.004136856681283176,0
6664,0,0,0,0,0.49295774647887325,1,1,1,0,1,1,0,1,1,1,1,2,0.8611940298507464,0.44630163858758376,0
6665,1,0,1,1,0.5915492957746479,0,2,0,0,1,0,0,0,0,0,0,3,0.10995024875621892,0.1390780060004616,0
6666,0,1,1,0,0.36619718309859156,1,1,0,0,1,1,1,1,1,0,0,0,0.6527363184079602,0.2644126471267021,0
6667,0,0,0,0,0.11267605633802817,1,0,1,0,0,0,0,0,1,0,1,0,0.609950248756219,0.08130625432725597,1
6668,0,0,0,0,0.5211267605633804,1,1,1,0,0,1,1,1,1,0,1,0,0.8497512437810947,0.45807754442649445,0
6669,0,1,0,0,0.47887323943661975,1,1,1,1,0,0,0,1,1,0,1,0,0.8039800995024877,0.4080083083314102,0
6671,0,0,1,0,0.8169014084507042,1,0,1,0,1,0,1,1,1,2,1,1,0.8139303482587066,0.694213016385876,0
6672,1,0,0,0,0.36619718309859156,1,0,2,2,2,2,2,2,2,2,0,3,0.0208955223880597,0.059173782598661455,0
6673,0,1,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0,0,0,0.25572139303482594,0.007650588506808218,0
6674,1,0,0,0,0.08450704225352114,1,1,2,2,2,2,2,2,2,0,0,1,0.05223880597014925,0.017793676436648975,0
6675,0,0,0,0,0.49295774647887325,1,1,0,0,1,0,1,0,1,1,1,1,0.5218905472636817,0.28769328409877687,0
6676,0,0,1,1,0.5633802816901409,1,1,1,1,1,0,0,1,0,0,1,2,0.756716417910448,0.44712670205400423,0
6677,0,0,0,0,0.16901408450704225,0,2,0,0,1,0,0,0,0,0,0,0,0.10845771144278607,0.039043387952919464,0
6678,1,0,0,1,0.25352112676056343,1,0,2,2,2,2,2,2,2,2,0,3,0.02587064676616916,0.05177705977382877,0
6679,0,0,1,0,0.8309859154929577,0,2,0,1,1,0,1,0,0,2,0,2,0.19353233830845779,0.26193168705285025,0
6680,0,0,0,1,0.6619718309859155,1,0,1,0,1,1,1,1,0,2,1,1,0.7686567164179107,0.5318543734133396,1
6681,1,1,0,0,0.02816901408450704,1,1,1,0,0,1,0,1,0,0,0,0,0.7243781094527364,0.031190860835448888,1
6682,1,0,1,0,0.9577464788732395,1,1,1,0,1,0,1,1,0,2,1,1,0.7383084577114429,0.7433360258481423,0
6683,1,0,0,0,0.5915492957746479,0,2,0,0,0,1,1,0,1,1,0,0,0.25771144278606967,0.22069005308100628,0
6684,0,0,0,1,0.14084507042253522,0,2,0,1,0,0,1,0,0,1,1,1,0.1771144278606965,0.044288022155550444,0
6685,0,0,1,0,0.619718309859155,1,0,0,0,0,1,0,0,0,0,1,3,0.318407960199005,0.2541830140780061,0
6686,1,0,1,0,1.0,1,1,1,0,1,1,1,1,1,2,1,3,0.9104477611940301,0.8931571659358414,0
6687,0,1,1,0,0.014084507042253521,1,1,1,0,0,1,0,0,0,0,0,0,0.6064676616915424,0.017776367412877917,1
6688,0,0,1,1,0.15492957746478872,1,0,2,2,2,2,2,2,2,2,0,2,0.020398009950248767,0.023736441264712676,0
6689,0,0,1,1,0.9295774647887325,1,1,1,0,1,1,1,1,1,1,1,3,0.936318407960199,0.8504096468959152,0
6690,1,0,1,0,0.5070422535211268,1,1,1,0,0,1,1,1,0,2,0,1,0.756716417910448,0.3972017078236788,0
6691,0,0,0,0,0.5352112676056339,0,2,0,1,1,0,1,0,0,1,0,2,0.22786069651741298,0.19410339256865922,0
6692,0,0,0,0,0.5633802816901409,1,1,0,1,0,1,1,0,1,0,1,2,0.5611940298507464,0.35447149780752374,0
6693,0,0,0,0,0.33802816901408456,0,2,0,0,0,1,0,1,1,0,1,0,0.2985074626865672,0.1471267020540042,0
6694,1,0,1,1,0.09859154929577466,1,1,0,1,1,0,1,0,1,2,1,3,0.5761194029850748,0.07235171936302794,0
6695,0,0,1,1,0.9859154929577465,1,1,0,1,1,1,1,0,0,2,0,1,0.5258706467661692,0.6007558273713364,0
6696,1,0,0,0,0.056338028169014086,1,1,1,0,1,1,0,0,1,0,0,0,0.7791044776119405,0.055538887606739,0
6697,0,0,0,0,0.4084507042253521,1,1,0,1,0,1,0,1,1,1,1,3,0.6074626865671643,0.27790214631894766,0
6698,1,0,0,0,0.5492957746478874,1,0,1,0,1,0,1,0,1,1,1,3,0.7099502487562189,0.40034041080083094,0
6699,0,0,0,0,0.7464788732394366,1,0,2,2,2,2,2,2,2,2,1,1,0.022388059701492522,0.11734364181860148,0
6700,1,0,1,0,1.0,1,1,1,0,1,1,0,1,1,2,1,2,0.8761194029850748,0.8708227555965846,0
6701,1,0,1,1,0.3802816901408451,1,0,1,0,1,1,0,1,1,1,0,2,0.8169154228855723,0.32081698592199404,0
6702,1,0,1,1,0.23943661971830985,1,0,1,0,0,0,1,0,1,0,1,0,0.6701492537313433,0.1826332794830372,0
6703,0,0,0,0,0.014084507042253521,0,2,0,0,0,0,0,1,1,0,1,0,0.2686567164179105,0.007696745903531042,1
6704,0,0,1,1,0.8169014084507042,1,1,1,0,1,1,0,1,1,1,1,0,0.8746268656716419,0.7197553657973691,0
6705,1,0,1,1,0.295774647887324,1,0,0,0,0,0,1,0,0,0,1,0,0.3268656716417911,0.14009923840295413,0
